domain,skill_uri,skill_label,capability_family,demand_count,supply_count,course_count,demand_frequency,supply_frequency,course_frequency,gap_score,trend_score,relevance_index,bubble_size,portfolio_quadrant
Healthcare,http://data.europa.eu/esco/skill/7bb5d9af-0a7e-48a7-a860-0e1ded0f6e75,design customer experiences,"creating artistic, visual or instructive materials",7,0,0,0.291667,0.0,0.0,0.291667,-0.18254,0.212897,80,critical shortage
Healthcare,http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77,production processes,"engineering, manufacturing and construction not elsewhere classified",7,0,1,0.291667,0.0,0.052632,0.291667,-0.219048,0.20943,92,critical shortage
Healthcare,http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,provide high quality customer service,selling products or services,7,0,1,0.291667,0.0,0.052632,0.291667,-0.219048,0.20943,92,critical shortage
Healthcare,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d,sales activities,wholesale and retail sales,7,0,0,0.291667,0.0,0.0,0.291667,-0.219048,0.204167,80,critical shortage
Healthcare,http://data.europa.eu/esco/skill/8c3ac8d1-5349-45bb-9006-e073ee3b5d16,packaging functions,sociology and cultural studies,7,0,0,0.291667,0.0,0.0,0.291667,-0.219048,0.204167,80,critical shortage
Healthcare,http://data.europa.eu/esco/skill/5c1e686c-92cc-4bd7-9f23-51f9d8a58886,customise guns,fabricating precision instruments or jewellery,7,0,0,0.291667,0.0,0.0,0.291667,-0.219048,0.204167,80,critical shortage
Healthcare,http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,develop waste management processes,developing operational policies and procedures,3,0,3,0.125,0.0,0.157895,0.125,0.0,0.203289,116,balanced
Healthcare,http://data.europa.eu/esco/skill/02137a68-6860-45e8-8e4d-38db467bb8b6,human factors regarding safety,occupational health and safety,2,0,8,0.083333,0.0,0.421053,0.083333,0.0,0.200439,176,training ahead of demand
Healthcare,http://data.europa.eu/esco/skill/2a0efd9a-4a60-4edc-8561-f2754d24eeb8,mathematical economics,economics,7,1,0,0.291667,0.030303,0.0,0.261364,-0.219048,0.196591,80,critical shortage
Healthcare,http://data.europa.eu/esco/skill/7e5786f8-1174-4f75-97e3-cfecfd95d797,deliver outstanding service,providing general assistance to people,3,0,1,0.125,0.0,0.052632,0.125,0.0,0.192763,92,balanced
Healthcare,http://data.europa.eu/esco/skill/a4346013-a967-4a58-a533-6b32ad1364c5,data protection,database and network design and administration,3,0,1,0.125,0.0,0.052632,0.125,0.0,0.192763,92,balanced
Healthcare,http://data.europa.eu/esco/skill/49dd67a9-d0a6-4375-b856-85e09032fdac,keep up-to-date with training subjects,monitoring developments in area of expertise,3,0,1,0.125,0.0,0.052632,0.125,0.0,0.192763,92,balanced
Healthcare,http://data.europa.eu/esco/skill/63b23e76-63cd-44e9-9685-173842d8b691,ensure health and safety of customers,complying with health and safety procedures,3,0,1,0.125,0.0,0.052632,0.125,0.0,0.192763,92,balanced
Healthcare,http://data.europa.eu/esco/skill/c69587b4-05d3-45bb-b79b-9b85e6603fc2,provide technical expertise,advising on design or use of technologies,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/29a50780-f81b-429c-b410-7f23a492e19d,sell products,selling products or services,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/f0393af3-bcd9-41af-a36e-0cfb83b60081,manage standard enterprise resource planning system,"managing, gathering and storing digital data",3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/c09c5786-a479-46de-b0aa-d5d2d8ccc123,manage customer service,directing operational activities,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/c68e4cc4-b842-4660-a84c-48f11c70f657,legal department processes,law,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68,innovation processes,management and administration,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/54660948-b811-49a9-874c-bf2be5f280a2,satisfy technical requirements,designing systems and products,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/2a2fa8e8-aaf3-4abf-a60b-af6415f1c6d4,strive for company growth,"developing financial, business or marketing plans",3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/db9463b7-5c24-46d2-8419-002e03bae1dc,meet productivity targets,developing operational policies and procedures,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1,data visualisation software,database and network design and administration,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2,web analytics,database and network design and administration,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/71152876-b629-4a99-b9ea-0f25a0d07e4e,negotiate sales contracts,negotiating and managing contracts and agreements,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,wholesale and retail sales,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/1af2db15-2af9-44dd-9639-bf1fc69d4c34,manage relationships with stakeholders,collaborating and liaising,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Healthcare,http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,logistics,management and administration,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875,80,balanced
Green Energy,http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,crowdsourcing strategy,"finance, banking and insurance",13,0,0,0.5,0.0,0.0,0.5,-1.0,0.35,80,critical shortage
Green Energy,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e,monitor developments in field of expertise,monitoring developments in area of expertise,13,0,0,0.5,0.0,0.0,0.5,-1.0,0.35,80,critical shortage
Green Energy,http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3,digital curation,"library, information and archival studies",11,0,0,0.423077,0.0,0.0,0.423077,-1.0,0.296154,80,critical shortage
Green Energy,http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3,build team spirit,leading others,11,0,0,0.423077,0.0,0.0,0.423077,-1.0,0.296154,80,critical shortage
Green Energy,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d,sales activities,wholesale and retail sales,9,0,1,0.346154,0.0,0.1,0.346154,-1.0,0.252308,92,critical shortage
Green Energy,http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84,manage maintenance operations,directing operational activities,2,0,9,0.076923,0.0,0.9,0.076923,0.0,0.243846,188,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9,laboratory equipment,chemistry,2,6,10,0.076923,0.222222,1.0,0.0,0.0,0.234615,200,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50,promote health and safety,advising on workplace health and safety issues,2,8,9,0.076923,0.296296,0.9,0.0,0.0,0.224615,188,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5,protect the health of others,applying health-related skills and competences,1,0,9,0.038462,0.0,0.9,0.038462,0.0,0.216923,188,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,accounting,accounting and taxation,8,0,0,0.307692,0.0,0.0,0.307692,-1.0,0.215385,80,critical shortage
Green Energy,http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,provide high quality customer service,selling products or services,8,0,0,0.307692,0.0,0.0,0.307692,-1.0,0.215385,80,critical shortage
Green Energy,http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d,consult with business clients,collaborating and liaising,7,0,1,0.269231,0.0,0.1,0.269231,-0.833333,0.198462,92,critical shortage
Green Energy,http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b,provide user documentation,technical or academic writing,1,4,8,0.038462,0.148148,0.8,0.0,0.0,0.197308,176,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d,identify customer's needs,engaging with others to identify needs,7,0,0,0.269231,0.0,0.0,0.269231,-1.0,0.188462,80,critical shortage
Green Energy,http://data.europa.eu/esco/skill/378caeec-10a0-4162-b75c-ab374a42e93d,e-procurement,wholesale and retail sales,7,0,0,0.269231,0.0,0.0,0.269231,-1.0,0.188462,80,critical shortage
Green Energy,http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92,address problems critically,developing solutions,1,0,6,0.038462,0.0,0.6,0.038462,0.0,0.186923,152,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/63f224ea-d889-42ea-b3ef-730ef78c7176,develop new products,designing systems and products,2,0,3,0.076923,0.0,0.3,0.076923,0.0,0.183846,116,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/2b1ce548-4e16-45fb-bfb2-f3141c8efe8d,patient autonomy,nursing and midwifery,2,0,3,0.076923,0.0,0.3,0.076923,0.0,0.183846,116,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/fc4fcb4b-993f-4f2c-b158-c2171ec18ed8,draw design sketches,creating visual displays and decorations,1,3,6,0.038462,0.111111,0.6,0.0,0.0,0.177308,152,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),using digital tools for collaboration and productivity,1,12,6,0.038462,0.444444,0.6,0.0,0.0,0.177308,152,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,develop waste management processes,developing operational policies and procedures,2,0,2,0.076923,0.0,0.2,0.076923,0.0,0.173846,104,balanced
Green Energy,http://data.europa.eu/esco/skill/649b00ec-a70d-4b3a-ae2e-5662964b0fb8,plan maintenance activities,planning production processes,2,0,2,0.076923,0.0,0.2,0.076923,0.0,0.173846,104,balanced
Green Energy,http://data.europa.eu/esco/skill/292549e6-08ec-456c-b008-eba7a0a68428,analyse market financial trends,monitoring financial and economic resources and activity,2,0,2,0.076923,0.0,0.2,0.076923,0.0,0.173846,104,balanced
Green Energy,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,database and network design and administration,1,0,4,0.038462,0.0,0.4,0.038462,0.0,0.166923,128,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/f4a6e9f7-5cff-46c0-894c-59c20bb78694,automation technology,electronics and automation,2,1,2,0.076923,0.037037,0.2,0.039886,0.0,0.164587,104,balanced
Green Energy,http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2,business requirements techniques,management and administration,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846,92,balanced
Green Energy,http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47,make decisions,taking a proactive approach,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846,92,balanced
Green Energy,http://data.europa.eu/esco/skill/33784b61-bd86-4451-8a89-741ada5f8475,maintain photovoltaic systems,"maintaining electrical, electronic and precision equipment",2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846,92,balanced
Green Energy,http://data.europa.eu/esco/skill/bf419e00-8548-491a-a06f-d72ab439df2f,pneumatics,physics,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846,92,balanced
Green Energy,http://data.europa.eu/esco/skill/0e21e183-e787-4f23-a240-93b416c088c2,maintain personal hygiene standards,management skills,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846,92,balanced
Green Energy,http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b,manage a team,supervising a team or group,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846,92,balanced
Green Energy,http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb,emergent technologies,engineering and engineering trades not elsewhere classified,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846,92,balanced
Green Energy,http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,setting up computer systems,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846,92,balanced
Green Energy,http://data.europa.eu/esco/skill/0ee7b0d6-db98-4785-9948-f2ef415d155a,write research proposals,technical or academic writing,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846,92,balanced
Green Energy,http://data.europa.eu/esco/skill/7ee9fb56-91b1-4363-b51f-ea54ae1b5761,negotiate price,negotiating and managing contracts and agreements,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846,92,balanced
Green Energy,http://data.europa.eu/esco/skill/cbeca306-92b8-48b0-82b0-ee6af0fafab6,preserve airport maintenance equipment,"cleaning tools, equipment, workpieces and vehicles",2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846,92,balanced
Green Energy,http://data.europa.eu/esco/skill/e3e42d54-78bd-4337-aa87-bb31a7670c9a,issue sales invoices,executing financial transactions,6,0,0,0.230769,0.0,0.0,0.230769,-1.0,0.161538,80,balanced
Green Energy,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,think analytically,"processing information, ideas and concepts",6,0,0,0.230769,0.0,0.0,0.230769,-1.0,0.161538,80,balanced
Green Energy,http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04,answer incoming calls,providing information to the public and clients,6,0,0,0.230769,0.0,0.0,0.230769,-1.0,0.161538,80,balanced
Green Energy,http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97,install refrigeration equipment,"installing heating, ventilation and air conditioning equipment",0,0,6,0.0,0.0,0.6,0.0,0.0,0.16,152,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/c4180af3-befd-4bd8-9a65-6a496f9d9f15,demonstrate awareness of health risks ,applying health-related skills and competences,0,0,6,0.0,0.0,0.6,0.0,0.0,0.16,152,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42,coordinate security,maintaining and enforcing physical security,1,10,4,0.038462,0.37037,0.4,0.0,0.0,0.157308,128,training ahead of demand
Green Energy,http://data.europa.eu/esco/skill/dcace5e5-9b8d-4fac-9017-6dcd7ff8cd0e,arrange customs documents,"preparing documentation for contracts, applications, or permits",2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846,80,balanced
Green Energy,http://data.europa.eu/esco/skill/3a585818-03f1-434c-b41b-9d3c4ceedfaa,analyse call performance trends,analysing business operations,2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846,80,balanced
Green Energy,http://data.europa.eu/esco/skill/ee8fee1a-75c1-43fb-b08d-779929f99249,apply control process statistical methods,analysing business operations,2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846,80,balanced
Green Energy,http://data.europa.eu/esco/skill/e0ded9a1-372d-46c8-80b5-ad994d606ef2,maintain electromechanical equipment,"maintaining electrical, electronic and precision equipment",2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846,80,balanced
Green Energy,http://data.europa.eu/esco/skill/8330c86e-63cf-4be6-849f-4f77628cc5c5,satisfy customers,"promoting products, services, or programs",2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846,80,balanced
Green Energy,http://data.europa.eu/esco/skill/b7c8f418-08d5-45d6-b697-ab26c6ecbfb4,ensure client orientation,"promoting products, services, or programs",2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846,80,balanced
Green Energy,http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265,manage sales teams,supervising a team or group,2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846,80,balanced
Green Energy,http://data.europa.eu/esco/skill/7d913551-e17a-40ba-baf7-48d0c3b12e50,predictive maintenance,"engineering, manufacturing and construction not elsewhere classified",2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846,80,balanced
Education,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e,monitor developments in field of expertise,monitoring developments in area of expertise,18,0,0,0.62069,0.0,0.0,0.62069,-0.313333,0.434483,80,critical shortage
Education,http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3,digital curation,"library, information and archival studies",15,0,0,0.517241,0.0,0.0,0.517241,-0.313333,0.362069,80,critical shortage
Education,http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333,process booking,entering and transforming information,5,0,0,0.172414,0.0,0.0,0.172414,0.188889,0.315134,80,balanced
Education,http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6,respond to inquiries in written form,developing professional relationships or networks,4,0,0,0.137931,0.0,0.0,0.137931,0.293333,0.296552,80,balanced
Education,http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450,sell tourist packages,selling products or services,4,0,0,0.137931,0.0,0.0,0.137931,0.313333,0.296552,80,balanced
Education,http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e,arrange bookings,performing general clerical and administrative tasks,4,0,0,0.137931,0.0,0.0,0.137931,0.293333,0.296552,80,balanced
Education,http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939,make reservations,accompanying and welcoming people,4,0,0,0.137931,0.0,0.0,0.137931,0.293333,0.296552,80,balanced
Education,http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,crowdsourcing strategy,"finance, banking and insurance",12,0,0,0.413793,0.0,0.0,0.413793,-0.313333,0.289655,80,critical shortage
Education,http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a,solve technical problems,resolving computer problems,6,0,0,0.206897,0.0,0.0,0.206897,0.084444,0.28705,80,balanced
Education,http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24,climatology,earth sciences,4,3,0,0.137931,0.085714,0.0,0.052217,0.313333,0.275123,80,balanced
Education,http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68,innovation processes,management and administration,11,0,0,0.37931,0.0,0.0,0.37931,-0.313333,0.265517,80,critical shortage
Education,http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23,process payments,executing financial transactions,8,0,0,0.275862,0.0,0.0,0.275862,-0.093333,0.246437,80,critical shortage
Education,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d,sales activities,wholesale and retail sales,10,0,0,0.344828,0.0,0.0,0.344828,-0.313333,0.241379,80,critical shortage
Education,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),using digital tools for collaboration and productivity,2,7,13,0.068966,0.2,1.0,0.0,0.0,0.231034,236,training ahead of demand
Education,http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3,build team spirit,leading others,9,0,0,0.310345,0.0,0.0,0.310345,-0.313333,0.217241,80,critical shortage
Education,http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d,identify customer's needs,engaging with others to identify needs,8,0,0,0.275862,0.0,0.0,0.275862,-0.313333,0.193103,80,critical shortage
Education,http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2,business requirements techniques,management and administration,3,0,2,0.103448,0.0,0.153846,0.103448,0.0,0.187798,104,balanced
Education,http://data.europa.eu/esco/skill/c6c1af60-9594-460c-a328-00f9ad292be0,coaching techniques,inter-disciplinary programmes and qualifications involving education,8,1,0,0.275862,0.028571,0.0,0.247291,-0.313333,0.185961,80,critical shortage
Education,http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42,coordinate security,maintaining and enforcing physical security,2,4,7,0.068966,0.114286,0.538462,0.0,0.0,0.184881,164,training ahead of demand
Education,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,database,database and network design and administration,0,0,10,0.0,0.0,0.769231,0.0,0.0,0.176923,200,training ahead of demand
Education,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,think analytically,"processing information, ideas and concepts",7,0,1,0.241379,0.0,0.076923,0.241379,-0.313333,0.176658,92,balanced
Education,http://data.europa.eu/esco/skill/f130eab9-64a5-47f8-a63e-e4788aa935ce,market entry planning,marketing and advertising,3,0,0,0.103448,0.0,0.0,0.103448,0.0,0.172414,80,balanced
Education,http://data.europa.eu/esco/skill/feceacee-d425-4e73-821a-02dfb85084db,control production,planning production processes,3,0,0,0.103448,0.0,0.0,0.103448,0.0,0.172414,80,balanced
Education,http://data.europa.eu/esco/skill/8c3ac8d1-5349-45bb-9006-e073ee3b5d16,packaging functions,sociology and cultural studies,3,0,0,0.103448,0.0,0.0,0.103448,0.0,0.172414,80,balanced
Education,http://data.europa.eu/esco/skill/2a2fa8e8-aaf3-4abf-a60b-af6415f1c6d4,strive for company growth,"developing financial, business or marketing plans",3,0,0,0.103448,0.0,0.0,0.103448,0.0,0.172414,80,balanced
Education,http://data.europa.eu/esco/skill/2b69525c-731c-4813-99a7-673fa5679d32,provide customer guidance on product selection,advising on products and services,3,0,0,0.103448,0.0,0.0,0.103448,0.0,0.172414,80,balanced
Education,http://data.europa.eu/esco/skill/f1b5800e-b763-4740-9586-3fef30568e81,analyse production processes for improvement,analysing business operations,3,0,0,0.103448,0.0,0.0,0.103448,0.0,0.172414,80,balanced
Education,http://data.europa.eu/esco/skill/9013b46e-5a9b-4929-8918-fcadfdfd37ce,supervise daily information operations,directing operational activities,3,0,0,0.103448,0.0,0.0,0.103448,0.0,0.172414,80,balanced
Education,http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47,make decisions,taking a proactive approach,2,0,3,0.068966,0.0,0.230769,0.068966,0.0,0.171353,116,balanced
Education,http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b,provide user documentation,technical or academic writing,1,4,7,0.034483,0.114286,0.538462,0.0,0.0,0.169363,164,training ahead of demand
Education,http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,SQL,software and applications development and analysis,1,4,7,0.034483,0.114286,0.538462,0.0,0.0,0.169363,164,training ahead of demand
Education,http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,provide high quality customer service,selling products or services,7,0,0,0.241379,0.0,0.0,0.241379,-0.313333,0.168966,80,balanced
Education,http://data.europa.eu/esco/skill/fef5a450-6230-4a34-b3e3-764252dbdcec,devise special promotions,"developing financial, business or marketing plans",3,1,0,0.103448,0.028571,0.0,0.074877,0.0,0.165271,80,balanced
Education,http://data.europa.eu/esco/skill/3ec2e4d6-7000-4905-bf1a-c5b1679416de,data warehouse,database and network design and administration,1,0,5,0.034483,0.0,0.384615,0.034483,0.0,0.162599,140,training ahead of demand
Education,http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700,data quality assessment,work skills,1,0,5,0.034483,0.0,0.384615,0.034483,0.0,0.162599,140,training ahead of demand
Education,http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284,communicate with stakeholders,collaborating and liaising,1,0,5,0.034483,0.0,0.384615,0.034483,0.0,0.162599,140,training ahead of demand
Education,http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5,data models,database and network design and administration,0,1,8,0.0,0.028571,0.615385,0.0,0.0,0.161538,176,training ahead of demand
Education,http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,setting up computer systems,2,0,1,0.068966,0.0,0.076923,0.068966,0.0,0.155968,92,balanced
Education,http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6,business analysis,management and administration,2,0,1,0.068966,0.0,0.076923,0.068966,0.0,0.155968,92,balanced
Education,http://data.europa.eu/esco/skill/f7e7ccb6-fadc-4c35-935d-e1040be40dfe,handle financial transactions,executing financial transactions,2,0,1,0.068966,0.0,0.076923,0.068966,0.0,0.155968,92,balanced
Education,http://data.europa.eu/esco/skill/f17f94f1-88cb-4815-873a-2a9639f10729,draft project documentation,technical or academic writing,2,0,1,0.068966,0.0,0.076923,0.068966,0.0,0.155968,92,balanced
Education,http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,computer use,1,0,4,0.034483,0.0,0.307692,0.034483,0.0,0.154907,128,training ahead of demand
Education,http://data.europa.eu/esco/skill/7935deb6-0bed-4e38-985e-1f83b8e16940,participate in training sessions,practising sports,1,0,4,0.034483,0.0,0.307692,0.034483,0.0,0.154907,128,training ahead of demand
Education,http://data.europa.eu/esco/skill/5ef0c719-5bcb-49f8-b8eb-824388225333,use scripting programming,programming computer systems,0,0,7,0.0,0.0,0.538462,0.0,0.0,0.153846,164,training ahead of demand
Education,http://data.europa.eu/esco/skill/677d5144-4c77-4f8d-afc7-116f4bc0e660,own management skills,management skills,6,0,1,0.206897,0.0,0.076923,0.206897,-0.313333,0.15252,92,balanced
Education,http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77,production processes,"engineering, manufacturing and construction not elsewhere classified",6,0,1,0.206897,0.0,0.076923,0.206897,-0.313333,0.15252,92,balanced
Education,http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92,address problems critically,developing solutions,2,0,0,0.068966,0.0,0.0,0.068966,0.0,0.148276,80,balanced
Education,http://data.europa.eu/esco/skill/f453b1a6-c7db-4d9d-9ba3-47c45159bfe3,ensure products meet regulatory requirements,complying with operational procedures,2,0,0,0.068966,0.0,0.0,0.068966,0.0,0.148276,80,balanced
Education,http://data.europa.eu/esco/skill/e7219848-a27a-4bf4-8775-d367707be7c9,sales strategies,marketing and advertising,2,0,0,0.068966,0.0,0.0,0.068966,0.0,0.148276,80,balanced
Education,http://data.europa.eu/esco/skill/f642d7ed-e8d7-4355-a747-b85094d4e2e3,prioritise requests,planning events and programmes,2,0,0,0.068966,0.0,0.0,0.068966,0.0,0.148276,80,balanced
